V160001	V160001_orig	age	female	education	leftright	politicalinterest	politicalparticipation	TIPI_extraversion	TIPI_agreeableness	TIPI_conscientiousness	TIPI_emotionalstability	TIPI_openness	V161069	V161072	V161075	V161078	V161098	V161101	V161104	V161106	party_id	V161069_clean	V161072_clean	V161075_clean	V161078_clean	V161098_clean	V161101_clean	V161104_clean	V161106_clean
2296	400750	85.0	0.0	2	6.0	3.0	0.5	7.0	6.0	6.5	2.5	5.5		Incompetent, lies, and is corrupt	Honesty, good character and integrity			Fed up with corruption/dishonesty/lies	Refreshing to see/hear people with character & integrity		2.0		incompetent, lies, and is corrupt	honesty, good character and integrity			fed up with corruption/dishonesty/lies	refreshing to see/hear people with character & integrity	
2297	400753	74.0	0.0	1	6.0	2.0	0.0	4.5	6.5	6.5	2.5	4.0		History	Change			Dishonesty			2.0		history	change			dishonesty		
2298	400755	31.0	1.0	2	1.0	2.0	0.5	2.5	6.0	5.5	3.5	6.0	understanding foreign affairs, views of children/families	flipping sides on issues during career, big money		Sexism, racism, unpredictable behavior, lack of politics	concern for climate change and clean energy, less religion	costs of small business	support for entrepeneurs, less involvement in private life	'clean coal,' pro life, religion in politics	0.0	understanding foreign affairs, views of children/families	flipping sides on issues during career, big money		sexism, racism, unpredictable behavior, lack of politics	concern for climate change and clean energy, less religion	costs of small business	support for entrepeneurs, less involvement in private life	'clean coal,' pro life, religion in politics
2299	400756	21.0	0.0	2	1.0	2.0	0.0	3.5	5.5	5.0	2.0	5.5	Will not cause a separation between people that are differen	Does not take responsibility		The hatred he has for non Americans	Relatable group	Free handouts			0.0	will not cause a separation between people that are differen	does not take responsibility		the hatred he has for non americans	relatable group	free handouts		
2300	400757	26.0	0.0	1	0.0	0.0	0.0	3.0	5.0	5.5	3.0	4.0	democratic party								0.0	democratic party							
2301	400758	68.0	0.0	3	6.0	1.0	0.0	5.5	4.5	6.5	4.0	5.5			I think his business ability will help the nation				not giving the nation away		2.0			i think his business ability will help the nation				not giving the nation away	
2302	400759	31.0	0.0	2	4.0	1.0	0.0	5.0	6.5	6.0	2.0	5.0		Corrupt	Not a career politician	Too crazy, reckless	Social issues	Economics, big government	Economics, smaller federal government	Social issues	1.0		corrupt	not a career politician	too crazy, reckless	social issues	economics, big government	economics, smaller federal government	social issues
2303	400764	87.0	1.0	2	6.0	2.0	0.0	4.0	5.0	6.5	2.5	6.0	She is not honest	She is not honest	immigration	He has no government experience and will not know how to lea		It is not honest in it's dealings	It is more conservative		2.0	she is not honest	she is not honest	immigration	he has no government experience and will not know how to lea		it is not honest in it's dealings	it is more conservative	
2304	400765	22.0	0.0	1	2.0	1.0	0.5	1.5	5.5	4.5	5.5	4.0		Lieing	What he says he will do for the country		Fairness			Ignorance	1.0		lieing	what he says he will do for the country		fairness			ignorance
2305	400766	56.0	1.0	3	3.0		0.0							Someone more qualified	Not a career politician	If there was someone more qualified that was not HIllary					1.0		someone more qualified	not a career politician	if there was someone more qualified that was not hillary				
2306	400768	32.0	1.0	3	0.0	2.0	0.5	5.5	4.0	7.0	4.0	7.0	She's qualified.			no experience & dangerous ideas.	progressive social policies		respect for fiscal conservativeness	anti-women, not good world neighbors, favors big business	0.0	she's qualified. 			no experience & dangerous ideas. 	progressive social policies		respect for fiscal conservativeness	anti-women, not good world neighbors, favors big business
2307	400772	63.0	0.0	3	5.0	3.0	0.5	4.5	4.5	6.5	2.0	5.5	foreign affairs experience	lack of truthfullness	everything	loose canon		they seem to want to live up to their spend and tax reputati	more fiscally responsible	intra-party divisiveness	2.0	foreign affairs experience	lack of truthfullness	everything	loose canon		they seem to want to live up to their spend and tax reputati	more fiscally responsible	intra-party divisiveness
2308	400773	40.0	1.0	1	0.0		0.0						She is a strong and smart independent woman.								0.0	she is a strong and smart independent woman. 							
2309	400775	33.0	0.0	3	2.0	3.0	1.0	3.5	6.0	4.0	4.0	7.0	Level-headed and rational but also clearly compassionate			Could write an thesis on this so let's just say EVERYTHING	At least somewhat progressive. Generally adults.	Not progressive enough.  Should take firmer stance	They tend to support GMOs, which is scientific consensus	Anti-abortion, hurt the poor, selfish, greedy, evil	1.0	level-headed and rational but also clearly compassionate			could write an thesis on this so let's just say everything	at least somewhat progressive.  generally adults. 	not progressive enough.   should take firmer stance	they tend to support gmos, which is scientific consensus	anti-abortion, hurt the poor, selfish, greedy, evil
2310	400777	55.0	1.0	1	2.0	2.0	0.0	4.5	5.0	7.0	1.5	6.0		Taking life as abortionno respect for mili..	He would not have let 4 military people die after 600 reques	Hes not politically correct and brass		Lie.cheat.pay surigates and media to make GEP look bad	Is established..work together	Dont support the canidate	1.0		taking life as abortionno respect for mili. . 	he would not have let 4 military people die after 600 reques	hes not politically correct and brass		lie. cheat. pay surigates and media to make gep look bad	is established. . work together	dont support the canidate
2311	400780	27.0	0.0	1	3.0		0.0														1.0								
2312	400783	55.0	0.0	3	6.0	3.0	0.0	6.5	5.0	6.0	3.0	3.0		Dishonesty and veering/pandering left in primaries		Temperment, lack of substance	Good intentions to support the middle class and needy	Tax, trade and abortion positions	Smaller government.  Pro trade and pro life	No gun control progress.  Capitve of far right	2.0		dishonesty and veering/pandering left in primaries		temperment, lack of substance	good intentions to support the middle class and needy	tax, trade and abortion positions	smaller government.   pro trade and pro life	no gun control progress.   capitve of far right
2313	400788	69.0	0.0	1	6.0	2.0	0.0	4.0	7.0	5.0	1.0	4.5		Left our people in Bengahazi, lied about it, clinton foundat	Good father/leader & truthful American.			pro abortion, high taxes, turned socialist.	lower taxes, pro minority, protect our country, pro military	need to be stronger, need to do what they were elected to do	2.0		left our people in bengahazi, lied about it, clinton foundat	good father/leader & truthful american. 			pro abortion, high taxes, turned socialist. 	lower taxes, pro minority, protect our country, pro military	need to be stronger, need to do what they were elected to do
2314	400789	86.0	1.0	1	0.0		0.0						Her experience in domestic and foreign issues.			No experience in foreign and domestic issues.	Strive to connect with all of the American people.			No strong bond with middle class or unpaid Americans.	0.0	her experience in domestic and foreign issues. 			no experience in foreign and domestic issues. 	strive to connect with all of the american people. 			no strong bond with middle class or unpaid americans. 
2315	400796	80.0	1.0	1	6.0	2.0	0.0	2.5	5.0	7.0	2.5	4.0		she is a liar and cannot be trusted	I feel he really loves America and wants to make it strong	he isn't always tactful			more conservative	they need to be stronger in their actions	2.0		she is a liar and cannot be trusted	i feel he really loves america and wants to make it strong	he isn't always tactful			more conservative	they need to be stronger in their actions
2316	400798	51.0	1.0	3	0.0	2.0	0.0	2.5	3.0	5.5	4.5	4.0	She isn't Donald Trump - safer bet with her	If someone like Colin Powell or Bernie Sanders were running		He is divisive, unstable, contradicts himself on camera	Works for regular individuals	Is compromised by business and money	Fiscal conservatives	The far right has taken it over, and it's split	0.0	she isn't donald trump - safer bet with her	if someone like colin powell or bernie sanders were running		he is divisive, unstable, contradicts himself on camera	works for regular individuals	is compromised by business and money	fiscal conservatives	the far right has taken it over, and it's split
2317	400802	61.0	1.0	2	0.0	2.0	0.5	4.0	4.5	4.5	5.5	4.5	experience would make a better leader			everthing about him offends me	trying to look out for the middle class		trickle down policies do not work	rich get richer	0.0	experience would make a better leader			everthing about him offends me	trying to look out for the middle class		trickle down policies do not work	rich get richer
2318	400806		1.0	3	3.0		0.0														1.0								
2319	400809	63.0	0.0	1	0.0	1.0	0.5	4.5	4.5	6.5	3.0	6.0	She sees all people as equals			His stand on people	A stand for lower class people				0.0	she sees all people as equals			his stand on people	a stand for lower class people			
2320	400815	71.0	0.0	2	2.0	1.0	0.5	3.5	4.5	6.0	5.5	4.5	Not trump			Big mouth lier	Trying to do the rite thing			Lier ,out of touch,negittive	1.0	not trump			big mouth lier	trying to do the rite thing			lier ,out of touch,negittive
2321	400820	46.0	0.0	3	1.0	1.0	0.0	5.5	6.5	6.0	2.0	6.0				Racism					0.0				racism				
2322	400823	61.0	1.0	2	3.0		0.0						belief	fake	confidence	fake					1.0	belief	fake	confidence	fake				
2323	400829	62.0	0.0	1	6.0		0.0							incompetent	immigration reform policy, military				unity and family values		2.0		incompetent	immigration reform policy, military				unity and family values	
2324	400831	71.0	0.0	3	6.0		0.0							Feel that she is untruthful	He tells the truth and not afraid to speak his mind.						2.0		feel that she is untruthful	he tells the truth and not afraid to speak his mind. 					
2325	400833	34.0	1.0	3	0.0	1.0	0.5	6.0	6.5	4.5	4.0	5.5	First woman president.	She appears dishonest.		He is an individual that perpetuates hate.	Equal rights for all, not those WASPS.			WASPS-they don't understand what this country was built on.	0.0	first woman president. 	she appears dishonest. 		he is an individual that perpetuates hate. 	equal rights for all, not those wasps. 			wasps-they don't understand what this country was built on. 
2326	400834	25.0	0.0	2	1.0	1.0	0.0	3.5	4.5	5.0	2.5	5.0				Racism					0.0				racism				
2327	400836	61.0	0.0	3	0.0		0.0						POLITICAL EXPERIENCE		PSYCHOSIS	LACK OF POLITICAL EXPERIENCE	UNITED PARTY			NOT UNITED AS A PARTY	0.0	political experience		psychosis	lack of political experience	united party			not united as a party
2328	400841	49.0	1.0	3	4.0	3.0	0.0	4.5	4.5	6.0	4.0	4.5		Nominees to the USSC and her political scandals that go back	He's an outsider and we need a major shake up.	His inability to handle criticism and his bombastic attitude		No belief in a lawful immigration policy and no adherence t	The belief in limited government and adherence to the consti	Trade deals like NAFTA	1.0		nominees to the ussc and her political scandals that go back	he's an outsider and we need a major shake up. 	his inability to handle criticism and his bombastic attitude		no belief in a lawful immigration policy and no adherence t	the belief in limited government and adherence to the consti	trade deals like nafta
2329	400846	61.0	1.0	1	6.0	3.0	0.0	2.5	7.0	5.0	1.5	5.0		lying	trust			not do as they promise	firm	will do the job they promise.	2.0		lying	trust			not do as they promise	firm	will do the job they promise. 
2330	400857	90.0	0.0	3	2.0		0.0														1.0								
2331	400858	39.0	0.0	3	5.0	2.0	0.5	6.0	4.0	7.0	3.0	3.0		She could be the most amoral politician I have ever seen.	Focused on American Security	Hard to be sure he will hold to his stated positions.		Willing to sell the country's future for personnal gain.	Support national security and free market economy	Lack of unity on the issue of immigration and rule of law.	2.0		she could be the most amoral politician i have ever seen. 	focused on american security	hard to be sure he will hold to his stated positions. 		willing to sell the country's future for personnal gain. 	support national security and free market economy	lack of unity on the issue of immigration and rule of law. 
2332	400860	20.0	1.0	2	2.0	2.0	0.5	6.0	6.0	7.0	1.5	7.0				He is a horrible human being.		It's not liberal enough.		Literally everything.	1.0				he is a horrible human being. 		it's not liberal enough. 		literally everything. 
2333	400862	30.0	1.0	2	1.0		0.0						She makes the most sense when it comes to elections			Everything	everything				0.0	she makes the most sense when it comes to elections			everything	everything			
